name,terminology,code,term,name_orig
qcovid_LungOrOralCancer,SNOMED,275399006,Malignant tumor of lipstick area of lip (disorder),LungOrOralCancer
qcovid_Epilepsy,SNOMED,28055006,West syndrome (disorder),Epilepsy
qcovid_CoronaryHeartDisease,SNOMED,307140009,Acute non-Q wave infarction (disorder),CoronaryHeartDisease
qcovid_BipolarDiseaseOrSchi,SNOMED,31373002,Disorganized schizophrenia in remission (disorder),BipolarDiseaseOrSchizophrenia
qcovid_Copd,SNOMED,4981000,Panacinar emphysema (disorder),Copd
qcovid_CongenitalHeartProbl,SNOMED,7438000,Congenital atresia of aorta (disorder),CongenitalHeartProblem
qcovid_CongenitalHeartProbl,OPCS4,K079,Unspecified correction of total anomalous pulmonary venous connection,CongenitalHeartProblem
qcovid_PrescribedImmunoSupp,DMD,24504611000001108,Aubagio 14mg tablets (Sanofi Genzyme) (product),PrescribedImmunoSuppressants
qcovid_CancerOfBloodOrBoneM,SNOMED,188579005,Hodgkin's disease mixed cellularity of lymph nodes of inguinal region and lower limb (disorder),CancerOfBloodOrBoneMarrow
qcovid_StrokeOrTia,SNOMED,195186005,Cerebral infarction due to embolism of precerebral arteries (disorder),StrokeOrTia
qcovid_CongenitalHeartProbl,SNOMED,253515003,Ventricular septal defect in Fallot's tetralogy (disorder),CongenitalHeartProblem
qcovid_StrokeOrTia,SNOMED,266257000,Transient ischemic attack (disorder),StrokeOrTia
qcovid_StrokeOrTia,SNOMED,751371000000107,Personal history of transient ischaemic attack (situation),StrokeOrTia
qcovid_PrescribedImmunoSupp,DMD,19293811000001104,Tacni 0.5mg capsules (Teva UK Ltd) (product),PrescribedImmunoSuppressants
qcovid_CancerOfBloodOrBoneM,SNOMED,188575004,Hodgkin's disease mixed cellularity of lymph nodes of head face and neck (disorder),CancerOfBloodOrBoneMarrow
qcovid_CancerOfBloodOrBoneM,SNOMED,188591001,Hodgkin's disease lymphocytic depletion of intrapelvic lymph nodes (disorder),CancerOfBloodOrBoneMarrow
qcovid_CancerOfBloodOrBoneM,SNOMED,188726003,Subacute lymphoid leukemia (disorder),CancerOfBloodOrBoneMarrow
qcovid_Epilepsy,SNOMED,192999003,Partial epilepsy with impairment of consciousness (disorder),Epilepsy
qcovid_CoronaryHeartDisease,SNOMED,194823009,Acute coronary insufficiency (disorder),CoronaryHeartDisease
qcovid_ChronicKidneyDisease,SNOMED,700379002,Chronic kidney disease stage 3B (disorder),ChronicKidneyDisease
qcovid_Diabetes,SNOMED,713702000,Gastroparesis due to type 1 diabetes mellitus (disorder),Diabetes
qcovid_HivOrAids,ICD10,B222,HIV disease resulting in wasting syndrome,HivOrAids
qcovid_LungOrOralCancer,ICD10,C060,Malignant neoplasm: Cheek mucosa,LungOrOralCancer
qcovid_CancerOfBloodOrBoneM,ICD10,C845,Other mature T/NK-cell lymphomas,CancerOfBloodOrBoneMarrow
qcovid_Dementia,ICD10,G308,Other Alzheimer disease,Dementia
qcovid_CoronaryHeartDisease,ICD10,I21,Acute myocardial infarction,CoronaryHeartDisease
qcovid_CoronaryHeartDisease,ICD10,I258,Other forms of chronic ischaemic heart disease,CoronaryHeartDisease
qcovid_RheumatoidArthritisO,ICD10,M0505,Felty syndrome,RheumatoidArthritisOrSle
qcovid_CongenitalHeartProbl,ICD10,Q249,"Congenital malformation of heart, unspecified",CongenitalHeartProblem
qcovid_CongenitalHeartProbl,OPCS4,K117,Repair of interventricular septal defect using intraoperative transluminal prosthesis,CongenitalHeartProblem
qcovid_CongenitalHeartProbl,OPCS4,K129,Unspecified repair of defect of unspecified septum of heart,CongenitalHeartProblem
qcovid_CongenitalHeartProbl,OPCS4,L032,Percutaneous transluminal stent implantation into arterial duct,CongenitalHeartProblem
qcovid_CongenitalHeartProbl,SNOMED,13867009,Preductal coarctation of aorta (disorder),CongenitalHeartProblem
qcovid_RheumatoidArthritisO,SNOMED,201777003,Rheumatoid arthritis of knee (disorder),RheumatoidArthritisOrSle
qcovid_CongenitalHeartProbl,SNOMED,253514004,Dextraposition of aorta in Fallot's tetralogy (disorder),CongenitalHeartProblem
qcovid_PriorFractureOfHipWr,SNOMED,311891006,Osteoporotic collapse of thoracic vertebra (disorder),PriorFractureOfHipWristSpineHumerus
qcovid_Diabetes,SNOMED,421893009,Renal disorder due to type 1 diabetes mellitus (disorder),Diabetes
qcovid_LungOrOralCancer,SNOMED,187641009,Malignant tumor of frenum linguae (disorder),LungOrOralCancer
qcovid_CancerOfBloodOrBoneM,SNOMED,188637007,Sézary's disease of lymph nodes of multiple sites (disorder),CancerOfBloodOrBoneMarrow
qcovid_CancerOfBloodOrBoneM,SNOMED,188741003,Aleukemic myeloid leukemia (disorder),CancerOfBloodOrBoneMarrow
qcovid_BipolarDiseaseOrSchi,SNOMED,191593007,Recurrent manic episodes moderate (disorder),BipolarDiseaseOrSchizophrenia
qcovid_Diabetes,SNOMED,420715001,Persistent microalbuminuria due to type 2 diabetes mellitus (disorder),Diabetes
qcovid_RadioTherapyInLast6M,OPCS4,X655,Oral delivery of radiotherapy for thyroid ablation,RadioTherapyInLast6Months
qcovid_CongenitalHeartProbl,OPCS4,K188,Other specified creation of valved cardiac conduit,CongenitalHeartProblem
qcovid_Diabetes,SNOMED,2751001,Fibrocalculous pancreatic diabetes (disorder),Diabetes
qcovid_Diabetes,SNOMED,314771006,Type I diabetes mellitus with hypoglycemic coma (disorder),Diabetes
qcovid_Diabetes,SNOMED,421920002,Cataract of eye due to diabetes mellitus type 1 (disorder),Diabetes
qcovid_HivOrAids,SNOMED,442537007,Non-Hodgkin lymphoma associated with Human immunodeficiency virus infection (disorder),HivOrAids
qcovid_CancerOfBloodOrBoneM,SNOMED,93184007,Malignant histiocytosis of intrathoracic lymph nodes (disorder),CancerOfBloodOrBoneMarrow
qcovid_CongenitalHeartProbl,OPCS4,K059,Unspecified atrial inversion operations for transposition of great arteries,CongenitalHeartProblem
qcovid_CongenitalHeartProbl,OPCS4,K094,Repair of persistent ostium primum,CongenitalHeartProblem
qcovid_LungOrOralCancer,SNOMED,187688008,Malignant tumor of posterior wall of oropharynx (disorder),LungOrOralCancer
qcovid_CoronaryHeartDisease,SNOMED,225566008,Ischemic chest pain (finding),CoronaryHeartDisease
qcovid_LungOrOralCancer,SNOMED,363401000,Malignant tumor of pyriform fossa (disorder),LungOrOralCancer
qcovid_Diabetes,SNOMED,413184002,Fibrocalculous pancreatopathy without complication (disorder),Diabetes
qcovid_Dementia,SNOMED,56267009,Multi-infarct dementia (disorder),Dementia
qcovid_HivOrAids,ICD10,B220,HIV disease resulting in encephalopathy,HivOrAids
qcovid_BipolarDiseaseOrSchi,ICD10,F31,Bipolar affective disorder,BipolarDiseaseOrSchizophrenia
qcovid_CoronaryHeartDisease,ICD10,I229,Subsequent myocardial infarction of unspecified site,CoronaryHeartDisease
qcovid_CongenitalHeartProbl,ICD10,Q208,Other congenital malformations of cardiac chambers and connections,CongenitalHeartProblem
qcovid_CongenitalHeartProbl,ICD10,Q221,Congenital pulmonary valve stenosis,CongenitalHeartProblem
qcovid_Epilepsy,ICD10,G41,Status epilepticus,Epilepsy
qcovid_LiverCirrhosis,ICD10,K703,Alcoholic cirrhosis of liver,LiverCirrhosis
qcovid_RheumatoidArthritisO,ICD10,M050,Felty syndrome,RheumatoidArthritisOrSle
qcovid_RheumatoidArthritisO,ICD10,M0681,Other specified rheumatoid arthritis,RheumatoidArthritisOrSle
qcovid_PriorFractureOfHipWr,ICD10,M4844,Fatigue fracture of vertebra,PriorFractureOfHipWristSpineHumerus
qcovid_CongenitalHeartProbl,ICD10,Q264,"Anomalous pulmonary venous connection, unspecified",CongenitalHeartProblem
qcovid_Epilepsy,SNOMED,192981006,Epileptic seizures - atonic (finding),Epilepsy
qcovid_CongenitalHeartProbl,SNOMED,38385001,Persistent left posterior cardinal vein (disorder),CongenitalHeartProblem
qcovid_Diabetes,SNOMED,422099009,Disorder of eye due to type 2 diabetes mellitus (disorder),Diabetes
qcovid_Diabetes,SNOMED,422228004,Multiple complications due to type 1 diabetes mellitus (disorder),Diabetes
qcovid_CongenitalHeartProbl,SNOMED,45237002,Congenital dilatation of aorta (disorder),CongenitalHeartProblem
qcovid_Diabetes,SNOMED,127012008,Lipoatrophic diabetes (disorder),Diabetes
qcovid_CoronaryHeartDisease,SNOMED,194809007,Acute atrial infarction (disorder),CoronaryHeartDisease
qcovid_Diabetes,SNOMED,532411000000102,Diabetes mellitus adult onset with no mention of complication (disorder),Diabetes
qcovid_CancerOfBloodOrBoneM,SNOMED,93198004,Malignant lymphoma of spleen (disorder),CancerOfBloodOrBoneMarrow
qcovid_CancerOfBloodOrBoneM,SNOMED,93530003,Hodgkin's granuloma of intrapelvic lymph nodes (disorder),CancerOfBloodOrBoneMarrow
qcovid_CongenitalHeartProbl,OPCS4,K179,Unspecified repair of univentricular heart,CongenitalHeartProblem
qcovid_CongenitalHeartProbl,OPCS4,L061,Creation of aortopulmonary window,CongenitalHeartProblem
qcovid_RadioTherapyInLast6M,OPCS4,T481,Introduction of radioactive substance into peritoneal cavity,RadioTherapyInLast6Months
qcovid_ChronicKidneyDisease,OPCS4,X405,Automated peritoneal dialysis,ChronicKidneyDisease
qcovid_SolidOrganTransplant,OPCS4,G268,Other specified transplantation of stomach,SolidOrganTransplant/SolidOrganTransplantOrBoneMarrowTransplantInLast6Months
qcovid_SolidOrganTransplant,OPCS4,K023,Implantation of prosthetic heart,SolidOrganTransplant/SolidOrganTransplantOrBoneMarrowTransplantInLast6Months
qcovid_ChronicKidneyDisease,OPCS4,X402,Peritoneal dialysis NEC,ChronicKidneyDisease
qcovid_HivOrAids,ICD10,B23,Human immunodeficiency virus [HIV] disease resulting in other conditions,HivOrAids
qcovid_RheumatoidArthritisO,ICD10,M0609,Seronegative rheumatoid arthritis,RheumatoidArthritisOrSle
qcovid_Copd,SNOMED,16003001,Giant bullous emphysema (disorder),Copd
qcovid_CoronaryHeartDisease,SNOMED,194858006,Subsequent myocardial infarction of inferior wall (disorder),CoronaryHeartDisease
qcovid_Copd,SNOMED,195951007,Acute exacerbation of chronic obstructive airways disease (disorder),Copd
qcovid_PulmonaryHypertensio,SNOMED,233703007,Interstitial lung disease (disorder),PulmonaryHypertensionOrFibrosis
qcovid_CongenitalHeartProbl,SNOMED,234132006,Congenital abnormality of great veins and coronary sinus (disorder),CongenitalHeartProblem
qcovid_CongenitalHeartProbl,SNOMED,28574005,Congenital anomaly of coronary artery (disorder),CongenitalHeartProblem
qcovid_CancerOfBloodOrBoneM,SNOMED,302855005,Subacute leukemia (disorder),CancerOfBloodOrBoneMarrow
qcovid_ChronicKidneyDisease,SNOMED,324311000000101,Chronic kidney disease stage 3A with proteinuria (disorder),ChronicKidneyDisease
qcovid_Epilepsy,SNOMED,44145005,Benign Rolandic epilepsy (disorder),Epilepsy
qcovid_Copd,SNOMED,52571006,Chronic tracheobronchitis (disorder),Copd
qcovid_CancerOfBloodOrBoneM,SNOMED,93136003,Letterer-Siwe disease of lymph nodes of axilla AND/OR upper limb (disorder),CancerOfBloodOrBoneMarrow
qcovid_CancerOfBloodOrBoneM,SNOMED,93549004,Hodgkin's sarcoma of intrathoracic lymph nodes (disorder),CancerOfBloodOrBoneMarrow
